t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
22.338,450280,389636,0,839916,1984908,49,5824512,5.08
22.438,436284,445100,0,881384,1984908,49,5824512,5.08
22.539,418780,488084,0,906864,1984908,49,5824512,5.08
22.639,419804,537468,0,957272,1984908,49,5824512,5.08
22.739,449400,581996,0,1031396,1984908,49,5824512,5.08
22.840,461728,617324,0,1079052,1984908,49,5824512,5.08
22.940,452484,672084,0,1124568,1984908,49,5824512,5.08
23.041,497240,1353972,0,1851212,1984908,72,5824512,8.69
23.141,497240,1480128,0,1977368,1990972,82,5824512,8.69
23.242,497240,1552540,0,2049780,2081832,85,5832704,8.69
23.343,497240,1667228,0,2164468,2164468,87,5832704,8.69
23.443,497240,1621964,0,2119204,2230304,89,5832704,8.69
23.544,497240,1768800,0,2266040,2266040,90,5832704,8.69
23.644,497240,1901312,0,2398552,2398552,91,5832704,8.69
23.745,497240,1733700,0,2230940,2528372,93,5840896,8.69
23.845,497240,1893360,0,2390600,2528372,93,5840896,8.69
23.945,497240,2042232,0,2539472,2539472,93,5840896,8.69
24.046,497240,2160592,0,2657832,2657832,93,5840896,8.69
24.146,497240,2265268,0,2762508,2762508,93,5840896,8.69
24.247,439264,2283768,0,2723032,2780284,93,5840896,8.69
24.347,496696,2283768,0,2780464,2780464,93,5840896,8.69
24.448,490472,2283768,0,2774240,2780284,93,5840896,8.69
24.548,441304,2283768,0,2725072,2780284,93,5840896,8.69
24.648,440216,2283768,0,2723984,2780284,93,5840896,8.69
24.749,440216,2283768,0,2723984,2783204,93,5840896,8.69
24.849,504544,2283768,0,2788312,2788312,93,5840896,8.69
24.949,476724,2283768,0,2760492,2788356,93,5840896,15.45
25.050,452596,2283768,0,2736364,2788356,93,5840896,15.45
25.150,410964,2283768,0,2694732,2788356,93,5840896,15.45
25.250,484212,2283768,0,2767980,2788356,93,5840896,15.45
25.351,477136,2283768,0,2760904,2788356,93,5840896,15.45
25.451,427940,2283768,0,2711708,2788356,93,5840896,15.45
25.552,469676,2283768,0,2753444,2788356,93,5840896,15.45
26.682,469676,2283768,0,2753444,2788356,93,5840896,15.45
26.798,469676,2283768,0,2753444,2788356,93,5840896,15.45
26.906,469676,2283768,0,2753444,2788356,93,5840896,15.45
27.014,469676,2283768,0,2753444,2788356,93,5840896,27.87
27.122,469676,2283768,0,2753444,2788356,93,5840896,27.87
27.230,469676,2283768,0,2753444,2788356,93,5840896,27.87
27.346,469676,2283768,0,2753444,2788356,93,5840896,27.87
27.454,469676,2283768,0,2753444,2788356,93,5840896,27.87
27.570,458796,2283768,0,2742564,2788356,93,5840896,27.87
27.671,433616,2283768,0,2717384,2788356,93,5840896,27.87
27.771,433616,2283768,0,2717384,2788356,93,5840896,27.87
27.871,496576,2283768,0,2780344,2788356,93,5840896,27.87
27.972,478624,2283768,0,2762392,2788356,93,5840896,27.87
28.072,462624,2300152,0,2762776,2795472,93,5840896,27.87
28.173,439512,2353400,0,2792912,2845764,93,5840896,27.87
28.273,496776,2353400,0,2850176,2850176,93,5840896,27.87
28.373,441500,2414840,0,2856340,2918020,93,5840896,27.87
28.474,502700,1405176,0,1907876,2933400,94,5840896,27.87
28.574,486636,1431800,0,1918436,2933400,94,5840896,27.87
28.675,441500,1497336,0,1938836,2933400,94,5840896,27.87
28.775,503940,1497336,0,2001276,2933400,94,5840896,27.87
28.876,441500,1562872,0,2004372,2933400,94,5840896,27.87
28.976,505032,1573112,0,2078144,2933400,94,5840896,29.52
29.076,441500,1626376,0,2067876,2933400,94,5840896,29.52
29.177,441500,1634600,0,2076100,2933400,94,5840896,29.52
29.277,460420,1640744,0,2101164,2933400,94,5840896,29.52
29.378,469028,1683752,0,2152780,2933400,94,5840896,29.52
29.478,483208,1586992,0,2070200,2933400,95,5840896,29.52
29.579,494064,1610312,0,2104376,2933400,95,5840896,29.52
29.679,494064,1610312,0,2104376,2933400,95,5840896,29.52
29.780,494064,1610312,0,2104376,2933400,95,5840896,29.52
29.880,494064,1610312,0,2104376,2933400,95,5840896,29.52
29.980,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.081,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.181,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.282,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.382,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.483,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.583,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.683,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.784,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.884,494064,1610312,0,2104376,2933400,95,5840896,29.52
30.985,494064,1610312,0,2104376,2933400,95,5840896,38.85
31.085,494064,1610312,0,2104376,2933400,95,5840896,38.85
31.186,494064,1610312,0,2104376,2933400,95,5840896,38.85
31.286,494064,1610312,0,2104376,2933400,95,5840896,38.85
31.387,494064,1610312,0,2104376,2933400,95,5840896,38.85
31.487,494064,1610312,0,2104376,2933400,95,5840896,38.85
31.587,494064,1610312,0,2104376,2933400,95,5840896,38.85
31.688,442160,1647176,0,2089336,2933400,95,5840896,38.85
31.788,441936,1718008,0,2159944,2933400,95,5840896,38.85
31.889,497872,1754236,0,2252108,2933400,96,5840896,38.85
