t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
29.008,1590644,13152,0,1603796,1875316,0,5397630976,13.27
29.108,1610076,13152,0,1623228,1875316,0,5397630976,13.27
29.209,1628304,13152,0,1641456,1875316,0,5397630976,13.27
29.309,1646776,13152,0,1659928,1875316,0,5397630976,13.27
29.410,1665708,13152,0,1678860,1875316,0,5397630976,13.27
29.510,1684852,13152,0,1698004,1875316,0,5397630976,13.27
29.610,1704356,13152,0,1717508,1875316,0,5397630976,13.27
29.711,1723764,13152,0,1736916,1875316,0,5397630976,13.27
29.811,1742196,13152,0,1755348,1875316,0,5397630976,13.27
29.911,1761384,13152,0,1774536,1875316,0,5397630976,13.27
30.012,1780084,13152,0,1793236,1875316,0,5397630976,13.27
30.112,1798516,13152,0,1811668,1875316,0,5397630976,13.27
30.212,1817044,13152,0,1830196,1875316,0,5397630976,13.27
30.313,1836396,13152,0,1849548,1875316,0,5397630976,14.31
30.413,1854836,13152,0,1867988,1875316,0,5397630976,14.31
30.513,1863028,13152,0,1876180,1876180,0,5397630976,14.31
30.614,2037648,13152,0,2050800,2050800,0,5397630976,14.31
30.714,2222412,13152,0,2235564,2235564,0,5397630976,14.31
30.814,2407704,13152,0,2420856,2420856,0,5397630976,14.31
30.915,2594388,13152,0,2607540,2607540,0,5397630976,14.31
31.015,2778196,13152,0,2791348,2791348,0,5397630976,14.31
31.116,2911612,13152,0,2924764,2924764,0,5397630976,14.31
31.218,2911612,13152,0,2924764,2924764,0,5397630976,14.31
31.318,2911620,13152,0,2924772,2924772,0,5397630976,14.31
31.419,2911628,13152,0,2924780,2924780,0,5397630976,14.31
31.521,2911632,13152,0,2924784,2924784,0,5397630976,14.31
31.622,2972720,13152,0,2985872,2985872,0,5397630976,14.31
31.722,3054104,13152,0,3067256,3067256,0,5397630976,14.31
31.823,3134972,13152,0,3148124,3148124,0,5397630976,14.31
31.923,3170908,13152,0,3184060,3184060,0,5397630976,14.31
32.024,3261632,13152,0,3274784,3274784,0,5397630976,14.31
32.124,3412724,13152,0,3425876,3425876,0,5397630976,14.31
32.224,3559728,13152,0,3572880,3572880,0,5397630976,11.71
32.325,3685104,13152,0,3698256,3698256,0,5397630976,11.71
32.425,3698076,13152,0,3711228,3711228,0,5397630976,11.71
32.525,3698076,13152,0,3711228,3711228,0,5397630976,11.71
32.626,3698076,13152,0,3711228,3711228,0,5397630976,11.71
32.726,3698076,13152,0,3711228,3711228,0,5397630976,11.71
32.827,3698076,13152,0,3711228,3711228,0,5397630976,11.71
32.927,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.027,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.128,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.228,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.328,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.428,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.529,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.629,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.729,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.830,3698076,13152,0,3711228,3711228,0,5397630976,11.71
33.930,3698076,13152,0,3711228,3711228,0,5397630976,11.71
34.031,3698076,13152,0,3711228,3711228,0,5397630976,11.71
34.131,3698076,13152,0,3711228,3711228,0,5397630976,12.85
34.231,3698076,13152,0,3711228,3711228,0,5397630976,12.85
34.332,3698076,13152,0,3711228,3711228,0,5397630976,12.85
34.432,3698076,13152,0,3711228,3711228,0,5397630976,12.85
34.532,3698076,13152,0,3711228,3711228,0,5397630976,12.85
34.633,3698076,13152,0,3711228,3711228,0,5397630976,12.85
34.733,3698076,13152,0,3711228,3711228,0,5397630976,12.85
34.833,3698076,13152,0,3711228,3711228,0,5397630976,12.85
34.934,3698076,13152,0,3711228,3711228,0,5397630976,12.85
35.034,3698076,13152,0,3711228,3711228,0,5397630976,12.85
35.134,3698076,13152,0,3711228,3711228,0,5397630976,12.85
35.238,3698076,13152,0,3711228,3711228,0,5397630976,12.85
35.338,3701140,13152,0,3714292,3714292,0,5397630976,12.85
35.439,3783056,13152,0,3796208,3796208,0,5397630976,12.85
35.539,3833640,13152,0,3846792,3846792,0,5397630976,12.85
35.639,3971020,13152,0,3984172,3984172,0,5397630976,12.85
35.740,3974096,13152,0,3987248,4120948,0,5397630976,12.85
35.840,2750064,13152,0,2763216,4120948,0,5397630976,12.85
35.940,2105288,13152,0,2118440,4120948,0,5397643264,12.85
36.040,2172196,13152,0,2185348,4120948,0,5397643264,12.85
36.141,2233436,13152,0,2246588,4120948,0,5397643264,10.52
36.241,2296544,13152,0,2309696,4120948,0,5397643264,10.52
36.341,2387864,13152,0,2401016,4120948,0,5397643264,10.52
36.442,2482020,13152,0,2495172,4120948,0,5397643264,10.52
36.542,2573804,13152,0,2586956,4120948,0,5397643264,10.52
36.643,2666968,13152,0,2680120,4120948,0,5397643264,10.52
36.743,2760928,13152,0,2774080,4120948,0,5397643264,10.52
36.843,2851644,13152,0,2864796,4120948,0,5397643264,10.52
36.944,2945124,13152,0,2958276,4120948,0,5397643264,10.52
37.044,3036332,13152,0,3049484,4120948,0,5397643264,10.52
37.144,3128140,13152,0,3141292,4120948,0,5397643264,10.52
37.245,3149644,13152,0,3162796,4120948,0,5397643264,10.52
37.345,3149644,13152,0,3162796,4120948,0,5397643264,10.52
37.446,3149644,13152,0,3162796,4120948,0,5397643264,10.52
37.550,3149668,13152,0,3162820,4120948,0,5397643264,10.52
37.650,3166588,45920,0,3212508,4120948,2,5397643264,10.52
37.751,3193252,99168,0,3292420,4120948,2,5397643264,10.52
37.851,3217752,148912,0,3366664,4120948,4,5397643264,10.52
37.951,3244808,202312,0,3447120,4120948,6,5397643264,10.52
38.052,3273188,259144,0,3532332,4120948,6,5397643264,10.25
38.152,3296320,304976,0,3601296,4120948,8,5397643264,10.25
38.252,3325632,361808,0,3687440,4120948,8,5397643264,10.25
