t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
25.601,504712,1630548,0,2135260,2933800,171,29118464,14.17
25.702,519612,1547092,0,2066704,2933800,172,29118464,14.17
25.802,477184,1606476,0,2083660,2933800,172,29118464,14.17
25.902,538088,1645716,0,2183804,2933800,172,29118464,16.13
26.003,510048,1678980,0,2189028,2933800,172,34361344,16.13
26.103,533336,1753808,0,2287144,2933800,174,34365440,16.13
26.204,533336,2037088,0,2570424,2933800,174,34365440,16.13
26.304,533336,1638700,0,2172036,2933800,176,34451456,16.13
26.405,533336,1904240,0,2437576,2933800,176,34451456,16.13
26.505,533336,2066388,0,2599724,2933800,176,34451456,16.13
26.605,533336,2231892,0,2765228,2933800,176,34451456,16.13
26.706,533336,2338744,0,2872080,2933800,176,34451456,16.13
26.806,533336,2475276,0,3008612,3008612,176,34451456,16.13
26.907,533336,2615748,0,3149084,3149084,176,34451456,16.13
27.007,533336,2769156,0,3302492,3302492,176,34451456,16.13
27.107,533336,2937876,0,3471212,3471212,176,34451456,16.13
27.208,533336,3136540,0,3669876,3669876,176,34451456,16.13
27.308,533336,3333948,0,3867284,3867284,176,34451456,16.13
27.408,533336,3516708,0,4050044,4050044,176,34451456,16.13
27.509,533336,3590936,0,4124272,4124272,176,34451456,16.13
27.609,533336,3664484,0,4197820,4197820,176,34451456,16.13
27.710,533336,3599080,0,4132416,4242012,176,34541568,16.13
27.810,533336,2732096,0,3265432,4242012,177,34541568,14.66
27.910,533336,2829620,0,3362956,4242012,177,34541568,14.66
28.011,533336,2930048,0,3463384,4242012,177,34541568,14.66
28.111,477400,2939184,0,3416584,4242012,177,71266304,14.66
28.212,544976,2939184,0,3484160,4242012,177,85012480,14.66
28.312,477400,2939184,0,3416584,4242012,177,111132672,14.66
28.412,544488,2939184,0,3483672,4242012,177,135000064,14.66
28.513,519752,2939184,0,3458936,4242012,177,161292288,14.66
28.613,486500,2939184,0,3425684,4242012,177,187502592,14.66
28.714,522596,2939184,0,3461780,4242012,177,202973184,14.66
28.814,531928,2939184,0,3471112,4242012,177,239853568,14.66
28.914,518368,2939184,0,3457552,4242012,177,263938048,14.66
29.015,478400,2939184,0,3417584,4242012,177,308400128,14.66
29.115,477400,2939184,0,3416584,4242012,177,331067392,14.66
29.215,546152,2939184,0,3485336,4242012,177,352632832,14.66
29.316,514216,2939184,0,3453400,4242012,177,352632832,14.66
29.416,504736,2939184,0,3443920,4242012,177,352632832,14.66
29.516,485128,2939184,0,3424312,4242012,177,352632832,14.66
29.617,477400,2939184,0,3416584,4242012,177,352632832,14.66
29.717,510048,2939184,0,3449232,4242012,177,352632832,15.8
29.817,477400,2939184,0,3416584,4242012,177,354668544,15.8
29.918,544896,2939184,0,3484080,4242012,177,354668544,15.8
30.018,533528,2939184,0,3472712,4242012,177,354668544,15.8
30.119,499300,2939184,0,3438484,4242012,177,355717120,15.8
30.219,477400,2939184,0,3416584,4242012,177,355717120,15.8
30.319,543380,2939184,0,3482564,4242012,177,355717120,15.8
30.420,518508,2939184,0,3457692,4242012,177,355717120,15.8
30.520,507732,2939184,0,3446916,4242012,177,355717120,15.8
30.620,520292,2939200,0,3459492,4242012,177,355717120,15.8
30.721,505120,2939200,0,3444320,4242012,177,355717120,15.8
30.821,510228,2939200,0,3449428,4242012,177,355717120,15.8
30.922,509344,2939200,0,3448544,4242012,177,355717120,15.8
31.022,477400,2963028,0,3440428,4242012,177,355717120,15.8
31.122,546944,2976356,0,3523300,4242012,177,355717120,15.8
31.223,486600,3033000,0,3519600,4242012,177,355717120,15.8
31.323,549256,3066700,0,3615956,4242012,177,355717120,15.8
31.423,508656,3105288,0,3613944,4242012,177,357294080,15.8
31.524,550008,3152356,0,3702364,4242012,177,357294080,15.8
31.625,477400,3178980,0,3656380,4242012,177,365838336,15.8
31.725,549756,3199300,0,3749056,4242012,177,365838336,16.02
31.826,490068,3252708,0,3742776,4242012,177,376242176,16.02
31.926,549736,3283428,0,3833164,4242012,177,376242176,16.02
32.027,506700,3324388,0,3831088,4242012,177,390479872,16.02
32.127,551456,3353060,0,3904516,4242012,177,390479872,16.02
32.227,477400,3401956,0,3879356,4242012,177,393142272,16.02
32.328,550600,3404772,0,3955372,4242012,177,418119680,16.02
32.428,477400,3481632,0,3959032,4242012,177,428199936,16.02
32.528,551964,3483528,0,4035492,4242012,177,448745472,16.02
32.629,477400,3563752,0,4041152,4242012,177,452939776,16.02
32.729,539112,3563752,0,4102864,4242012,177,492154880,16.02
32.830,551880,3599076,0,4150956,4242012,177,499318784,16.02
32.930,551880,3544908,0,4096788,4242012,179,499331072,16.02
33.031,551880,3662488,0,4214368,4242012,179,499331072,16.02
33.131,551952,3790804,0,4342756,4342756,179,499331072,16.02
33.232,551996,3880844,0,4432840,4432840,179,499331072,16.02
33.332,551996,3964172,0,4516168,4516168,179,499331072,16.02
33.433,551996,3794304,0,4346300,4598372,180,499347456,16.02
33.533,551996,3896684,0,4448680,4598372,180,499347456,16.02
33.634,551996,3960196,0,4512192,4598372,180,499347456,13.12
33.734,551996,4042568,0,4594564,4598372,180,499347456,13.12
33.835,551996,4129592,0,4681588,4681588,180,499347456,13.12
33.936,551996,4187632,0,4739628,4739628,180,499347456,13.12
34.036,551996,4273760,0,4825756,4825756,180,499347456,13.12
34.137,551996,4327128,0,4879124,4879124,180,499347456,13.12
34.237,551996,4410572,0,4962568,4962568,180,499347456,13.12
34.337,551996,4510948,0,5062944,5062944,180,499347456,13.12
34.438,551996,4605120,0,5157116,5157116,180,499347456,13.12
34.538,551996,4684292,0,5236288,5236288,180,499347456,13.12
34.639,551996,4775896,0,5327892,5327892,180,499347456,13.12
34.739,551996,4873588,0,5425584,5425584,180,499347456,13.12
34.839,551996,4976548,0,5528544,5528544,180,499347456,13.12
34.940,551996,5062684,0,5614680,5614680,180,499347456,13.12
35.040,551996,5105644,0,5657640,5657640,180,499347456,13.12
35.141,551996,5160928,0,5712924,5712924,180,499347456,13.12
35.241,551996,5265324,0,5817320,5817320,180,499347456,13.12
35.341,551996,5250992,0,5802988,5873908,180,499429376,13.12
35.442,551996,3247284,0,3799280,5873908,181,499429376,13.12
35.542,551996,3346264,0,3898260,5873908,181,499429376,13.12
35.643,551996,3432376,0,3984372,5873908,181,499429376,12.19
35.743,551996,3486984,0,4038980,5873908,181,499429376,12.19
35.844,510796,3486984,0,3997780,5873908,181,520704000,12.19
35.944,477516,3486984,0,3964500,5873908,181,553652224,12.19
36.044,547232,3486984,0,4034216,5873908,181,584216576,12.19
36.145,510364,3488008,0,3998372,5873908,181,599068672,12.19
36.245,477516,3488328,0,3965844,5873908,181,631046144,12.19
36.345,526316,3488328,0,4014644,5873908,181,661807104,12.19
36.446,486732,3488520,0,3975252,5873908,181,698609664,12.19
36.546,477516,3488520,0,3966036,5873908,181,729038848,12.19
36.646,546196,3488520,0,4034716,5873908,181,768225280,12.19
36.747,516676,3488520,0,4005196,5873908,181,796925952,12.19
36.847,553932,3489352,0,4043284,5873908,181,812163072,12.19
36.948,477516,3489352,0,3966868,5873908,181,839278592,12.19
37.048,477516,3489352,0,3966868,5873908,181,860819456,12.19
37.149,533420,3489352,0,4022772,5873908,181,891830272,12.19
37.249,491144,3489352,0,3980496,5873908,181,933134336,12.19
37.349,553840,3489352,0,4043192,5873908,181,957214720,12.19
37.450,512608,3489352,0,4001960,5873908,181,973275136,12.19
37.550,477516,3489352,0,3966868,5873908,181,1000718336,13.42
37.651,533444,3489352,0,4022796,5873908,181,1040736256,13.42
37.751,477516,3489416,0,3966932,5873908,181,1048825856,13.42
37.851,554028,3489416,0,4043444,5873908,181,1086722048,13.42
37.952,490860,3489416,0,3980276,5873908,181,1104539648,13.42
38.052,552588,3489416,0,4042004,5873908,181,1134120960,13.42
38.152,480716,3489416,0,3970132,5873908,181,1141702656,13.42
38.253,551592,3489416,0,4041008,5873908,181,1158303744,13.42
38.353,477516,3489416,0,3966932,5873908,181,1187913728,13.42
38.454,552964,3489416,0,4042380,5873908,181,1197985792,13.42
38.554,524176,3489416,0,4013592,5873908,181,1234026496,13.42
38.654,477516,3489416,0,3966932,5873908,181,1254871040,13.42
38.755,477516,3489416,0,3966932,5873908,181,1266266112,13.42
38.855,550864,3489416,0,4040280,5873908,181,1295945728,13.42
38.955,477516,3489416,0,3966932,5873908,181,1309417472,13.42
39.056,555952,3489416,0,4045368,5873908,181,1343565824,13.42
39.156,499648,3489416,0,3989064,5873908,181,1359556608,13.42
39.257,556308,3489416,0,4045724,5873908,181,1373499392,13.42
39.357,524796,3489416,0,4014212,5873908,181,1400307712,13.42
39.457,477516,3489416,0,3966932,5873908,181,1415958528,14.25
39.558,523852,3489416,0,4013268,5873908,181,1445400576,14.25
39.658,477516,3489672,0,3967188,5873908,181,1462124544,14.25
39.759,551000,3489672,0,4040672,5873908,181,1493049344,14.25
39.859,497288,3489672,0,3986960,5873908,181,1516425216,14.25
39.959,477516,3489672,0,3967188,5873908,181,1530617856,14.25
40.060,546388,3489672,0,4036060,5873908,181,1561063424,14.25
40.160,477516,3490696,0,3968212,5873908,181,1568530432,14.25
40.260,505644,3490696,0,3996340,5873908,181,1583394816,14.25
40.361,555552,3490696,0,4046248,5873908,181,1597689856,14.25
40.461,525676,3490696,0,4016372,5873908,181,1618702336,14.25
40.562,552616,2188788,0,2741404,5873908,181,1626030080,14.25
40.662,477516,1438200,0,1915716,5873908,182,1638293504,14.25
40.762,558580,1453560,0,2012140,5873908,182,1670447104,14.25
40.863,483272,1519212,0,2002484,5873908,182,1678323712,14.25
40.963,558612,1540892,0,2099504,5873908,182,1701380096,14.25
41.063,514880,1602332,0,2117212,5873908,182,1729146880,14.25
41.164,559540,1654668,0,2214208,5873908,182,1747746816,14.25
41.264,514600,1691820,0,2206420,5873908,182,1752719360,14.25
41.364,559408,1734532,0,2293940,5873908,182,1770029056,14.25
41.465,490500,1781432,0,2271932,5873908,182,1803763712,13.84
41.565,558868,1779384,0,2338252,5873908,182,1834446848,13.84
41.666,558868,1972312,0,2531180,5873908,182,1834446848,13.84
41.766,558868,2246968,0,2805836,5873908,182,1834446848,13.84
41.867,558868,2345652,0,2904520,5873908,182,1834446848,13.84
41.967,558868,2503264,0,3062132,5873908,182,1834446848,13.84
42.068,558868,2648468,0,3207336,5873908,182,1834446848,13.84
42.168,558868,2776340,0,3335208,5873908,182,1834446848,13.84
42.268,558868,2947984,0,3506852,5873908,182,1834446848,13.84
42.369,558868,3064392,0,3623260,5873908,182,1834446848,13.84
42.469,558868,3234292,0,3793160,5873908,182,1834446848,13.84
42.570,558868,3415484,0,3974352,5873908,182,1834446848,13.84
42.670,558868,3576700,0,4135568,5873908,182,1834446848,13.84
42.770,558868,3732296,0,4291164,5873908,182,1834446848,13.84
42.871,558868,3878448,0,4437316,5873908,182,1834446848,13.84
42.971,558868,4044084,0,4602952,5873908,182,1834446848,13.84
43.072,558868,4152744,0,4711612,5873908,182,1834446848,13.84
43.172,558868,4278968,0,4837836,5873908,182,1834446848,13.84
43.273,558868,4446056,0,5004924,5873908,182,1834446848,13.84
43.373,558868,4569804,0,5128672,5873908,182,1834446848,11.88
43.473,558868,4636692,0,5195560,5873908,182,1834446848,11.88
43.574,558868,4735008,0,5293876,5873908,182,1834446848,11.88
43.674,558868,4865780,0,5424648,5873908,182,1834446848,11.88
43.775,558868,4944840,0,5503708,5873908,182,1834446848,11.88
43.875,558868,5070924,0,5629792,5873908,182,1834446848,11.88
43.976,558868,5218916,0,5777784,5873908,182,1834446848,11.88
44.076,558868,5373388,0,5932256,5932256,182,1834446848,11.88
44.176,558868,5534364,0,6093232,6093232,182,1834446848,11.88
44.277,558868,5681656,0,6240524,6240524,182,1834446848,11.88
44.377,558868,5845404,0,6404272,6404272,182,1834446848,11.88
44.478,558868,5992952,0,6551820,6551820,182,1834446848,11.88
44.578,558868,6146600,0,6705468,6705468,182,1834446848,11.88
44.678,558868,6275008,0,6833876,6833876,182,1834446848,11.88
44.779,558868,6343536,0,6902404,6902404,182,1834446848,11.88
44.879,558868,6353776,0,6912644,6912644,182,1834446848,11.88
45.328,558868,6427980,0,6986848,6986848,182,1834446848,13.35
45.428,558868,6508464,0,7067332,7067332,182,1834446848,13.35
45.528,558868,6595448,0,7154316,7154316,182,1834446848,13.35
45.629,558868,6676312,0,7235180,7235180,182,1834446848,13.35
45.729,477516,6693904,0,7171420,7251796,182,1840390144,13.35
45.830,552728,6693904,0,7246632,7251796,182,1879543808,13.35
45.930,477516,6695280,0,7172796,7254536,182,1891405824,13.35
46.030,559064,6695280,0,7254344,7254536,182,1916035072,13.35
46.131,522792,6694192,0,7216984,7254536,182,1954365440,13.35
